true_label,original_sent,noisy_label
2,This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights .,2
2,"Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock .",2
2,`` We know there are some of our own people out there . '',2
0,"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",2
2,The transaction is expected to be completed next spring .,2
2,"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",2
2,`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,0
2,"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .",2
2,The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,2
2,"Kemira 's R&D organization comprises approximately 750 people , the company said .",2
2,"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",2
2,"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",2
2,The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,2
2,Their names have not yet been released .,2
0,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",0
2,The products have a low salt and fat content .,2
1,"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",1
1,"Cash flow after investments amounted to EUR45m , down from EUR46m .",1
1,Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,1
2,"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",2
2,Valga Lihatoostus markets its products under the Maks & Moorits trademark .,2
2,"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .",2
2,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,2
0,"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",0
1,The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,1
0,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,0
2,"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",2
2,"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",2
0,`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,0
2,The transaction value is CAD 15 million approximately EUR 10 million .,2
1,"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",2
2,The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,2
2,Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,2
2,"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .",2
2,"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .",2
1,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,1
2,`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',2
2,Raute is listed on the Nordic exchange in Helsinki .,2
2,"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",2
2,The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,2
2,"The payment date is March 25 , 2010 .",2
2,"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .",2
2,"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",2
2,The company will be part of Teleste 's Video and Broadband Solutions business area .,2
1,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",1
0,"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",0
0,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",2
2,"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed .",2
2,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",2
2,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",2
2,Other details were not provided .,2
0,"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",0
2,The capital structure of Solidium may be complemented by other financial instruments in the future .,2
2,The group 's net sales in 2007 were EUR683 .6 m.,2
2,"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",2
2,Halonen 's office acknowledged receiving the letter but declined comment .,2
2,"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",2
2,Delivery is due in the second half of 2011 .,2
1,"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",1
1,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",1
0,"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",0
0,Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,0
2,"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",2
0,"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",0
2,"+£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",2
2,"With this , the company will exit the contract manufacturing service segment .",1
2,"According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing .",2
1,Prices and delivery volumes of broadband products decreased significantly in 2005 .,1
0,"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",0
2,"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",2
2,"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement .",2
2,"The gross area of eight houses will be 12,167 m2 .",2
2,Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010 .,2
2,"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland .",2
2,What would you like to see changed on Nokia 's next attempt ?,2
0,The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .,0
0,"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",2
1,"However , the growth margin slowed down due to the financial crisis .",1
0,"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",0
2,Financial terms were not disclosed .,2
2,No changes in media activity were seen in October compared with September .,2
2,The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,2
0,"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",0
2,"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",2
1,Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,1
2,"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",2
1,"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",1
2,Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,2
1,"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",1
0,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,0
2,The ECB can mainly target inflation .,2
2,"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",2
2,"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",2
2,QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,2
0,Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),0
2,"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",2
2,"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .",2
2,"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",2
2,"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",2
2,Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,2
2,Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,2
2,"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",2
0,"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",0
0,"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",0
2,Arena Partners Oy is a development company for electronic business .,2
2,"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",2
2,The company has an annual turnover of EUR32 .8 m.,2
2,"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",2
2,"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",2
0,"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",0
1,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,1
2,R&D Loan ) .,2
1,Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,1
0,Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,2
2,"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",2
2,"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",2
2,The estimated value of the deal is USD 9.2 million .,2
2,No financial details were revealed .,2
2,The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .,2
0,Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,0
2,"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",2
2,The contract will take effect in 2009 for a five or ten year period .,2
2,Finnish food industry company L+ñnnen Tehtaat is planning changes to its fish product business .,2
0,"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .",0
2,"The sale will be finalized in September or October , the company said .",2
0,"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",0
1,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",1
2,"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com .",2
2,"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",2
1,"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",1
2,"The Company serves approximately 3,000 customers in over 100 countries .",2
2,He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,2
0,Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,2
2,"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",2
2,ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,2
2,"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",2
2,COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited,2
2,The value of the orders is over EUR 10mn .,2
2,Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,2
2,It will report full-year results on August 22 .,2
0,1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,0
2,"The record date for dividend distribution is March 14 , 2008 .",2
0,"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",0
2,The plant is expected to start production in the first half of 2007 .,2
2,The share subscription period will expire on 30 September 2007 .,2
2,The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,2
2,The contract includes heating plant equipment and associated installation work .,2
2,The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,2
0,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",0
2,Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,2
0,"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",0
1,"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",1
1,"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",1
2,It 's not .,1
1,"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",1
2,"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services .",2
2,"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",2
2,"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",2
0,"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",0
2,Officials did not disclose the contract value .,2
1,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",1
1,"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",1
2,"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",2
1,Finnish media group Talentum has issued a profit warning .,1
1,"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",2
0,Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,0
1,Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,1
0,The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,2
2,The first of the two project phases is expected to be completed by the end of 2012 .,2
2,"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",2
2,"ISMS does not disclose its financial results , the daily said .",2
1,The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,1
2,"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",2
2,Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,2
2,The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,2
1,"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",1
2,In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,2
2,He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,2
0,"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .",0
2,"The total donation amount is EUR 1,115,000 .",2
2,"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea .",2
0,"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",0
0,Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,0
1,"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",1
2,Panostaja did not disclose the purchase price .,2
2,The sellers were EOSS Innovationsmanagement and a group of private individuals .,2
1,EPS dropped to EUR0 .2 from EUR0 .3 .,1
2,"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",2
2,An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,2
1,"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",1
2,Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,2
2,"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over .",2
2,The Company turnover amounted to MEUR 27.9 in 2007 .,2
0,"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",0
2,The medium-term operative targets of the company remain unchanged .,2
2,Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,2
2,"The closing of the transaction is scheduled to take place on January 10 , 2008 .",2
2,The studies are expected to start in 2008 .,2
1,"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",1
2,The price will be specified at the completion date .,2
2,"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece .",2
2,Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,2
2,Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,2
2,"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",2
2,"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",2
2,ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,2
1,"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",1
2,"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",2
2,"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",2
2,"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",2
0,"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",0
0,That would be an increase from estimated sales of 117 million last year .,2
2,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",2
2,"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",2
2,Her present position is the director of Stockmann 's international department stores .,2
2,"The product advisory does not apply to any other Nokia-branded battery , the company said .",2
1,"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",1
1,"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",1
2,"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .",2
2,No service pricing details were disclosed .,2
0,"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",0
2,Symphony Services provides development services for Aldata GOLD .,2
0,"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",0
0,Revenues at the same time grew 14 percent to 43 million euros .,0
2,"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand .",2
2,To see a slide show of all the newest product releases from Fiskars .,2
2,"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",2
2,The platform would continue to be the development framework for Symbian and MeeGo .,2
1,"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",1
2,About Dopplr Dopplr is a service for smart travellers .,2
2,It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,2
1,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,1
2,"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market .",2
2,Earnings per share EPS amounted to EUR0 .01 .,2
2,"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",2
2,"The total floor area of the plant expansion is 29,000 square metres .",2
2,Capital base and capital adequacy measurement is based on approaches under Basel II .,2
2,The idea of saving electricity in data transfer is still a new one .,2
2,"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",0
2,"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",2
1,"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",1
0,"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",0
2,"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation .",2
2,"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",2
1,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,1
2,"The bond , with a maturity of five years , is part of the bank 's domestic bond program .",2
2,RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria .,2
2,The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,2
2,"The product range includes marinated olives , cold cuts , and pates , for example .",2
2,"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''",2
1,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",1
2,"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -¦ s shares and voting rights .",2
0,"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",0
0,"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",0
2,"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",2
0,Nordea sees a return to positive growth for the Baltic countries in 2011 .,0
1,"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",1
2,Two other sites will be included later on .,2
1,`` Those uncertainties cloud the long-term outlook . '',1
2,"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",2
0,Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,2
2,The company said that the results of the third quarter do not include non-recurring items .,2
2,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",2
2,"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .",2
2,"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .",2
1,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",1
2,"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",2
2,The acquisition price was not disclosed .,2
1,"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",1
2,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",2
0,"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",0
0,Productional situation has now improved .,0
2,The office space will rise above the remodeled Cannon Street underground station .,2
2,"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",2
2,Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,2
2,"`` Over the years , the color orange has become synonymous with quality .",0
2,"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .",2
1,Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,1
0,"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",0
2,"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",2
